LSOA,Borough,IMD_Score,IMD_Rank
E01001395,Enfield,37.78,5254.0
E01001396,Enfield,26.65,9812.0
E01001397,Enfield,28.84,8737.0
E01001398,Enfield,6.33,28612.0
E01001399,Enfield,10.36,23553.0
E01001400,Enfield,7.61,27056.0
E01001401,Enfield,9.81,24269.0
E01001402,Enfield,12.28,21215.0
E01001403,Enfield,17.96,15615.0
E01001404,Enfield,24.66,10874.0
E01001405,Enfield,12.31,21164.0
E01001406,Enfield,20.89,13317.0
E01001407,Enfield,23.67,11484.0
E01001408,Enfield,14.94,18297.0
E01001409,Enfield,32.18,7269.0
E01001410,Enfield,44.94,3239.0
E01001411,Enfield,14.27,18932.0
E01001412,Enfield,27.76,9256.0
E01001413,Enfield,6.6,28300.0
E01001414,Enfield,38.56,5006.0
E01001415,Enfield,12.8,20620.0
E01001416,Enfield,6.29,28659.0
E01001417,Enfield,6.33,28606.0
E01001418,Enfield,20.13,13900.0
E01001419,Enfield,15.88,17441.0
E01001420,Enfield,24.67,10867.0
E01001421,Enfield,24.3,11099.0
E01001422,Enfield,6.14,28839.0
E01001423,Enfield,26.4,9941.0
E01001424,Enfield,58.93,922.0
E01001425,Enfield,55.79,1292.0
E01001426,Enfield,42.44,3848.0
E01001427,Enfield,53.1,1677.0
E01001428,Enfield,39.99,4566.0
E01001429,Enfield,54.37,1497.0
E01001430,Enfield,53.39,1640.0
E01001431,Enfield,47.98,2578.0
E01001432,Enfield,48.39,2499.0
E01001433,Enfield,35.86,5914.0
E01001434,Enfield,26.22,10033.0
E01001435,Enfield,23.49,11593.0
E01001436,Enfield,21.8,12669.0
E01001437,Enfield,36.31,5768.0
E01001438,Enfield,30.88,7816.0
E01001439,Enfield,45.42,3124.0
E01001440,Enfield,30.66,7907.0
E01001441,Enfield,40.83,4317.0
E01001442,Enfield,39.37,4751.0
E01001443,Enfield,30.06,8173.0
E01001444,Enfield,23.84,11376.0
E01001445,Enfield,31.66,7486.0
E01001446,Enfield,24.16,11178.0
E01001447,Enfield,40.38,4457.0
E01001448,Enfield,28.85,8731.0
E01001449,Enfield,27.08,9590.0
E01001450,Enfield,19.48,14383.0
E01001451,Enfield,12.93,20472.0
E01001452,Enfield,9.37,24860.0
E01001453,Enfield,6.05,28923.0
E01001454,Enfield,7.36,27354.0
E01001455,Enfield,9.52,24652.0
E01001456,Enfield,4.62,30443.0
E01001457,Enfield,11.07,22636.0
E01001458,Enfield,54.11,1530.0
E01001459,Enfield,23.28,11732.0
E01001460,Enfield,36.61,5648.0
E01001461,Enfield,39.3,4777.0
E01001462,Enfield,30.33,8061.0
E01001463,Enfield,21.5,12877.0
E01001464,Enfield,35.7,5976.0
E01001465,Enfield,26.19,10052.0
E01001466,Enfield,29.63,8355.0
E01001467,Enfield,30.48,7983.0
E01001468,Enfield,23.38,11662.0
E01001469,Enfield,20.03,13969.0
E01001470,Enfield,8.58,25875.0
E01001471,Enfield,17.77,15797.0
E01001472,Enfield,13.93,19316.0
E01001473,Enfield,18.54,15147.0
E01001474,Enfield,10.91,22837.0
E01001475,Enfield,6.11,28870.0
E01001476,Enfield,24.19,11162.0
E01001477,Enfield,34.92,6248.0
E01001478,Enfield,24.74,10823.0
E01001479,Enfield,32.12,7290.0
E01001480,Enfield,25.81,10232.0
E01001481,Enfield,26.35,9958.0
E01001482,Enfield,34.05,6539.0
E01001483,Enfield,48.13,2555.0
E01001484,Enfield,23.23,11771.0
E01001485,Enfield,42.19,3919.0
E01001486,Enfield,39.91,4590.0
E01001487,Enfield,35.43,6059.0
E01001488,Enfield,25.2,10559.0
E01001489,Enfield,33.96,6564.0
E01001490,Enfield,40.98,4266.0
E01001491,Enfield,33.74,6635.0
E01001492,Enfield,36.38,5747.0
E01001493,Enfield,29.43,8454.0
E01001494,Enfield,17.99,15596.0
E01001495,Enfield,16.32,17069.0
E01001496,Enfield,14.38,18825.0
E01001497,Enfield,29.68,8328.0
E01001498,Enfield,20.86,13348.0
E01001499,Enfield,22.82,12009.0
E01001500,Enfield,27.21,9528.0
E01001501,Enfield,28.1,9077.0
E01001502,Enfield,26.83,9714.0
E01001503,Enfield,27.73,9265.0
E01001504,Enfield,36.72,5612.0
E01001505,Enfield,32.2,7261.0
E01001506,Enfield,38.83,4921.0
E01001507,Enfield,42.61,3805.0
E01001508,Enfield,31.67,7478.0
E01001509,Enfield,35.02,6216.0
E01001510,Enfield,49.29,2326.0
E01001511,Enfield,21.21,13090.0
E01001512,Enfield,21.3,13028.0
E01001513,Enfield,31.24,7658.0
E01001514,Enfield,21.63,12793.0
E01001515,Enfield,34.59,6359.0
E01001516,Enfield,31.53,7546.0
E01001517,Enfield,54.55,1468.0
E01001518,Enfield,19.7,14209.0
E01001519,Enfield,15.58,17725.0
E01001520,Enfield,15.59,17708.0
E01001521,Enfield,10.12,23866.0
E01001522,Enfield,12.9,20515.0
E01001523,Enfield,6.75,28130.0
E01001524,Enfield,17.54,15988.0
E01001525,Enfield,19.65,14257.0
E01001526,Enfield,7.59,27078.0
E01001527,Enfield,17.21,16273.0
E01001528,Enfield,41.25,4190.0
E01001529,Enfield,37.82,5242.0
E01001530,Enfield,20.84,13361.0
E01001531,Enfield,9.56,24592.0
E01001532,Enfield,8.68,25760.0
E01001533,Enfield,5.88,29123.0
E01001534,Enfield,15.68,17635.0
E01001535,Enfield,14.07,19160.0
E01001536,Enfield,17.04,16445.0
E01001537,Enfield,14.63,18591.0
E01001538,Enfield,9.32,24936.0
E01001539,Enfield,13.16,20210.0
E01001540,Enfield,13.39,19919.0
E01001541,Enfield,8.45,26037.0
E01001542,Enfield,19.76,14153.0
E01001543,Enfield,10.51,23358.0
E01001544,Enfield,10.03,23978.0
E01001545,Enfield,48.71,2439.0
E01001546,Enfield,24.75,10818.0
E01001547,Enfield,30.53,7956.0
E01001548,Enfield,33.58,6715.0
E01001549,Enfield,44.99,3231.0
E01001550,Enfield,29.8,8278.0
E01001551,Enfield,40.49,4426.0
E01001552,Enfield,22.61,12143.0
E01001553,Enfield,45.23,3166.0
E01001554,Enfield,51.51,1930.0
E01001555,Enfield,37.28,5425.0
E01001556,Enfield,20.58,13560.0
E01001557,Enfield,32.47,7146.0
E01001558,Enfield,52.23,1813.0
E01001559,Enfield,45.78,3045.0
E01001560,Enfield,32.24,7246.0
E01001561,Enfield,35.85,5915.0
E01001562,Enfield,41.29,4178.0
E01001563,Enfield,19.18,14614.0
E01001564,Enfield,13.11,20274.0
E01001565,Enfield,16.06,17292.0
E01001566,Enfield,17.69,15867.0
E01001567,Enfield,6.49,28428.0
E01001568,Enfield,8.73,25696.0
E01001569,Enfield,16.38,17023.0
E01001570,Enfield,17.96,15623.0
E01001571,Greenwich,27.23,9517.0
E01001572,Greenwich,23.98,11285.0
E01001573,Greenwich,22.84,11999.0
E01001574,Greenwich,50.42,2116.0
E01001575,Greenwich,45.53,3106.0
E01001576,Greenwich,50.58,2079.0
E01001577,Greenwich,48.19,2540.0
E01001578,Greenwich,34.45,6408.0
E01001579,Greenwich,34.7,6322.0
E01001580,Greenwich,18.32,15314.0
E01001581,Greenwich,26.21,10045.0
E01001582,Greenwich,32.67,7061.0
E01001583,Greenwich,19.91,14062.0
E01001584,Greenwich,14.22,18980.0
E01001585,Greenwich,17.41,16098.0
E01001586,Greenwich,31.3,7630.0
E01001587,Greenwich,19.75,14165.0
E01001588,Greenwich,36.36,5752.0
E01001589,Greenwich,38.23,5108.0
E01001590,Greenwich,24.68,10864.0
E01001591,Greenwich,43.98,3441.0
E01001592,Greenwich,20.61,13534.0
E01001593,Greenwich,17.95,15626.0
E01001594,Greenwich,53.46,1629.0
E01001595,Greenwich,39.51,4706.0
E01001596,Greenwich,11.95,21575.0
E01001597,Greenwich,19.12,14661.0
E01001598,Greenwich,15.73,17572.0
E01001599,Greenwich,23.83,11381.0
E01001600,Greenwich,17.83,15752.0
E01001601,Greenwich,15.37,17919.0
E01001602,Greenwich,36.37,5748.0
E01001603,Greenwich,39.67,4660.0
E01001604,Greenwich,14.14,19085.0
E01001605,Greenwich,10.55,23291.0
E01001606,Greenwich,10.14,23834.0
E01001607,Greenwich,15.34,17942.0
E01001608,Greenwich,13.58,19712.0
E01001609,Greenwich,28.65,8820.0
E01001610,Greenwich,12.97,20429.0
E01001611,Greenwich,22.4,12279.0
E01001612,Greenwich,11.37,22261.0
E01001613,Greenwich,29.13,8585.0
E01001614,Greenwich,10.16,23812.0
E01001615,Greenwich,23.26,11742.0
E01001616,Greenwich,50.44,2110.0
E01001617,Greenwich,18.22,15392.0
E01001618,Greenwich,33.3,6802.0
E01001619,Greenwich,18.18,15442.0
E01001620,Greenwich,40.18,4508.0
E01001621,Greenwich,40.79,4334.0
E01001622,Greenwich,38.01,5172.0
E01001623,Greenwich,32.0,7349.0
E01001624,Greenwich,27.11,9576.0
E01001625,Greenwich,41.81,4030.0
E01001626,Greenwich,36.34,5759.0
E01001627,Greenwich,45.09,3204.0
E01001628,Greenwich,40.77,4340.0
E01001629,Greenwich,50.48,2102.0
E01001630,Greenwich,42.46,3845.0
E01001631,Greenwich,50.62,2071.0
E01001632,Greenwich,27.38,9430.0
E01001633,Greenwich,39.45,4725.0
E01001634,Greenwich,52.54,1765.0
E01001635,Greenwich,28.53,8892.0
E01001636,Greenwich,27.55,9345.0
E01001637,Greenwich,37.41,5374.0
E01001638,Greenwich,39.25,4794.0
E01001639,Greenwich,24.64,10886.0
E01001640,Greenwich,43.94,3453.0
E01001641,Greenwich,24.75,10817.0
E01001642,Greenwich,17.72,15841.0
E01001643,Greenwich,30.9,7806.0
E01001644,Greenwich,23.44,11619.0
E01001645,Greenwich,30.09,8155.0
E01001646,Greenwich,24.57,10923.0
E01001647,Greenwich,25.72,10283.0
E01001648,Greenwich,23.48,11600.0
E01001649,Greenwich,39.03,4862.0
E01001650,Greenwich,38.31,5081.0
E01001651,Greenwich,46.12,2970.0
E01001652,Greenwich,24.93,10716.0
E01001653,Greenwich,42.29,3892.0
E01001654,Greenwich,44.0,3435.0
E01001655,Greenwich,47.7,2634.0
E01001656,Greenwich,19.67,14236.0
E01001657,Greenwich,19.54,14337.0
E01001658,Greenwich,24.51,10962.0
E01001659,Greenwich,29.58,8370.0
E01001660,Greenwich,36.78,5589.0
E01001661,Greenwich,37.66,5303.0
E01001662,Greenwich,20.9,13310.0
E01001663,Greenwich,18.29,15344.0
E01001664,Greenwich,26.93,9648.0
E01001665,Greenwich,22.11,12475.0
E01001666,Greenwich,25.82,10227.0
E01001667,Greenwich,52.87,1708.0
E01001668,Greenwich,29.69,8327.0
E01001669,Greenwich,39.89,4596.0
E01001670,Greenwich,24.41,11030.0
E01001671,Greenwich,26.78,9732.0
E01001672,Greenwich,28.78,8764.0
E01001673,Greenwich,43.59,3558.0
E01001674,Greenwich,30.12,8143.0
E01001675,Greenwich,34.35,6433.0
E01001676,Greenwich,35.31,6109.0
E01001677,Greenwich,28.64,8826.0
E01001678,Greenwich,18.48,15195.0
E01001679,Greenwich,19.25,14568.0
E01001680,Greenwich,11.93,21601.0
E01001681,Greenwich,26.17,10065.0
E01001682,Greenwich,23.24,11760.0
E01001683,Greenwich,27.54,9352.0
E01001684,Greenwich,31.25,7650.0
E01001685,Greenwich,22.89,11970.0
E01001686,Greenwich,34.19,6485.0
E01001687,Greenwich,39.29,4780.0
E01001688,Greenwich,26.66,9805.0
E01001689,Greenwich,29.05,8634.0
E01001690,Greenwich,47.54,2664.0
E01001691,Greenwich,19.62,14272.0
E01001692,Greenwich,41.15,4217.0
E01001693,Greenwich,55.53,1329.0
E01001694,Greenwich,41.27,4184.0
E01001695,Greenwich,45.02,3221.0
E01001696,Greenwich,52.59,1757.0
E01001697,Greenwich,44.04,3430.0
E01001698,Greenwich,52.57,1760.0
E01001699,Greenwich,36.11,5831.0
E01001700,Greenwich,44.41,3359.0
E01001701,Greenwich,34.71,6320.0
E01001702,Greenwich,54.99,1412.0
E01001703,Greenwich,57.6,1093.0
E01001704,Greenwich,32.88,6975.0
E01001705,Greenwich,55.98,1272.0
E01001706,Greenwich,50.01,2174.0
E01001707,Greenwich,44.17,3407.0
E01001708,Greenwich,24.11,11211.0
E01001709,Greenwich,40.63,4388.0
E01001710,Greenwich,51.6,1911.0
E01001711,Greenwich,23.77,11429.0
E01001712,Greenwich,56.73,1183.0
E01001713,Greenwich,49.19,2347.0
E01001714,Hackney,47.34,2702.0
E01001715,Hackney,36.61,5650.0
E01001716,Hackney,56.17,1248.0
E01001717,Hackney,28.95,8679.0
E01001718,Hackney,30.35,8054.0
E01001719,Hackney,40.93,4281.0
E01001720,Hackney,26.96,9632.0
E01001721,Hackney,52.02,1850.0
E01001722,Hackney,45.26,3154.0
E01001723,Hackney,27.87,9196.0
E01001724,Hackney,32.86,6989.0
E01001725,Hackney,39.24,4795.0
E01001726,Hackney,42.92,3727.0
E01001727,Hackney,26.91,9670.0
E01001728,Hackney,47.19,2736.0
E01001729,Hackney,55.28,1371.0
E01001730,Hackney,56.9,1168.0
E01001731,Hackney,42.14,3936.0
E01001732,Hackney,51.89,1863.0
E01001733,Hackney,32.94,6955.0
E01001734,Hackney,51.13,1981.0
E01001735,Hackney,42.46,3846.0
E01001736,Hackney,29.21,8545.0
E01001737,Hackney,26.64,9814.0
E01001738,Hackney,31.89,7388.0
E01001739,Hackney,32.43,7159.0
E01001740,Hackney,46.86,2796.0
E01001741,Hackney,23.17,11807.0
E01001742,Hackney,38.69,4964.0
E01001743,Hackney,49.39,2301.0
E01001744,Hackney,40.39,4456.0
E01001745,Hackney,57.85,1064.0
E01001746,Hackney,46.82,2803.0
E01001747,Hackney,39.93,4579.0
E01001748,Hackney,53.47,1627.0
E01001749,Hackney,32.22,7256.0
E01001750,Hackney,43.01,3696.0
E01001751,Hackney,23.02,11886.0
E01001752,Hackney,43.29,3631.0
E01001753,Hackney,45.69,3073.0
E01001754,Hackney,42.76,3771.0
E01001755,Hackney,48.76,2426.0
E01001756,Hackney,33.48,6743.0
E01001757,Hackney,44.79,3269.0
E01001758,Hackney,49.56,2263.0
E01001759,Hackney,45.25,3157.0
E01001760,Hackney,46.21,2941.0
E01001761,Hackney,50.57,2081.0
E01001762,Hackney,41.13,4221.0
E01001763,Hackney,40.31,4478.0
E01001764,Hackney,43.87,3467.0
E01001765,Hackney,55.74,1297.0
E01001766,Hackney,49.66,2244.0
E01001767,Hackney,43.99,3440.0
E01001768,Hackney,32.87,6980.0
E01001769,Hackney,35.3,6110.0
E01001770,Hackney,59.13,895.0
E01001771,Hackney,30.76,7864.0
E01001772,Hackney,48.93,2385.0
E01001773,Hackney,50.48,2101.0
E01001774,Hackney,41.48,4121.0
E01001775,Hackney,60.08,819.0
E01001776,Hackney,58.4,994.0
E01001777,Hackney,54.93,1419.0
E01001778,Hackney,38.38,5055.0
E01001779,Hackney,44.75,3285.0
E01001780,Hackney,59.03,910.0
E01001781,Hackney,56.39,1224.0
E01001782,Hackney,32.52,7122.0
E01001783,Hackney,63.01,598.0
E01001784,Hackney,53.01,1688.0
E01001785,Hackney,37.04,5500.0
E01001786,Hackney,36.62,5646.0
E01001787,Hackney,49.96,2183.0
E01001788,Hackney,48.38,2501.0
E01001789,Hackney,41.35,4162.0
E01001790,Hackney,49.66,2243.0
E01001791,Hackney,41.8,4032.0
E01001792,Hackney,40.8,4327.0
E01001793,Hackney,32.24,7248.0
E01001794,Hackney,35.91,5893.0
E01001795,Hackney,40.7,4362.0
E01001796,Hackney,43.03,3688.0
E01001797,Hackney,40.66,4374.0
E01001798,Hackney,42.78,3760.0
E01001799,Hackney,33.45,6757.0
E01001800,Hackney,45.58,3095.0
E01001801,Hackney,38.83,4922.0
E01001802,Hackney,43.02,3691.0
E01001803,Hackney,25.41,10443.0
E01001804,Hackney,39.86,4605.0
E01001805,Hackney,28.33,8962.0
E01001806,Hackney,44.3,3377.0
E01001807,Hackney,40.17,4513.0
E01001808,Hackney,37.78,5255.0
E01001809,Hackney,39.67,4661.0
E01001810,Hackney,49.68,2238.0
E01001811,Hackney,54.78,1443.0
E01001812,Hackney,44.86,3256.0
E01001813,Hackney,57.48,1102.0
E01001814,Hackney,36.43,5719.0
E01001815,Hackney,50.71,2057.0
E01001816,Hackney,33.59,6706.0
E01001817,Hackney,47.03,2765.0
E01001818,Hackney,48.86,2402.0
E01001819,Hackney,40.69,4364.0
E01001820,Hackney,49.81,2212.0
E01001821,Hackney,53.3,1650.0
E01001822,Hackney,46.18,2952.0
E01001823,Hackney,34.01,6548.0
E01001824,Hackney,46.43,2887.0
E01001825,Hackney,31.17,7682.0
E01001826,Hackney,42.66,3792.0
E01001827,Hackney,46.98,2777.0
E01001828,Hackney,42.02,3962.0
E01001829,Hackney,25.37,10465.0
E01001830,Hackney,42.7,3786.0
E01001831,Hackney,38.07,5159.0
E01001832,Hackney,39.49,4714.0
E01001833,Hackney,50.62,2070.0
E01001834,Hackney,36.23,5789.0
E01001835,Hackney,26.56,9858.0
E01001836,Hackney,38.4,5050.0
E01001837,Hackney,24.28,11112.0
E01001838,Hackney,57.55,1097.0
E01001839,Hackney,47.5,2671.0
E01001840,Hackney,53.66,1598.0
E01001841,Hackney,40.39,4455.0
E01001842,Hackney,46.59,2852.0
E01001843,Hackney,38.76,4945.0
E01001844,Hackney,39.32,4772.0
E01001845,Hackney,48.37,2503.0
E01001846,Hackney,57.48,1101.0
E01001847,Hackney,65.35,447.0
E01001848,Hackney,51.88,1864.0
E01001849,Hackney,44.57,3327.0
E01001850,Hackney,53.07,1683.0
E01001851,Hammersmith and Fulham,15.48,17803.0
E01001852,Hammersmith and Fulham,22.18,12431.0
E01001853,Hammersmith and Fulham,20.98,13258.0
E01001854,Hammersmith and Fulham,25.49,10402.0
E01001855,Hammersmith and Fulham,21.1,13177.0
E01001856,Hammersmith and Fulham,36.54,5675.0
E01001857,Hammersmith and Fulham,48.47,2485.0
E01001858,Hammersmith and Fulham,35.54,6026.0
E01001859,Hammersmith and Fulham,25.06,10641.0
E01001860,Hammersmith and Fulham,42.06,3953.0
E01001861,Hammersmith and Fulham,35.79,5947.0
E01001862,Hammersmith and Fulham,38.12,5140.0
E01001863,Hammersmith and Fulham,23.91,11333.0
E01001864,Hammersmith and Fulham,29.64,8349.0
E01001865,Hammersmith and Fulham,22.65,12123.0
E01001866,Hammersmith and Fulham,18.32,15324.0
E01001867,Hammersmith and Fulham,19.91,14064.0
E01001868,Hammersmith and Fulham,40.65,4376.0
E01001869,Hammersmith and Fulham,16.45,16966.0
E01001870,Hammersmith and Fulham,23.76,11433.0
E01001871,Hammersmith and Fulham,14.32,18879.0
E01001872,Hammersmith and Fulham,22.41,12275.0
E01001873,Hammersmith and Fulham,29.55,8385.0
E01001874,Hammersmith and Fulham,32.38,7182.0
E01001875,Hammersmith and Fulham,43.76,3502.0
E01001876,Hammersmith and Fulham,45.71,3064.0
E01001877,Hammersmith and Fulham,39.44,4730.0
E01001878,Hammersmith and Fulham,38.63,4983.0
E01001879,Hammersmith and Fulham,31.56,7537.0
E01001880,Hammersmith and Fulham,27.34,9458.0
E01001881,Hammersmith and Fulham,26.5,9890.0
E01001882,Hammersmith and Fulham,17.81,15768.0
E01001883,Hammersmith and Fulham,25.2,10566.0
E01001884,Hammersmith and Fulham,31.46,7571.0
E01001885,Hammersmith and Fulham,48.3,2519.0
E01001886,Hammersmith and Fulham,32.11,7297.0
E01001887,Hammersmith and Fulham,30.21,8112.0
E01001888,Hammersmith and Fulham,12.39,21069.0
E01001889,Hammersmith and Fulham,22.44,12256.0
E01001890,Hammersmith and Fulham,17.92,15664.0
E01001891,Hammersmith and Fulham,14.36,18836.0
E01001892,Hammersmith and Fulham,33.02,6928.0
E01001893,Hammersmith and Fulham,31.58,7531.0
E01001894,Hammersmith and Fulham,32.3,7218.0
E01001895,Hammersmith and Fulham,24.71,10836.0
E01001896,Hammersmith and Fulham,25.18,10576.0
E01001897,Hammersmith and Fulham,20.64,13512.0
E01001898,Hammersmith and Fulham,35.82,5931.0
E01001899,Hammersmith and Fulham,41.56,4101.0
E01001900,Hammersmith and Fulham,29.26,8528.0
E01001901,Hammersmith and Fulham,12.33,21144.0
E01001902,Hammersmith and Fulham,22.44,12255.0
E01001903,Hammersmith and Fulham,29.8,8279.0
E01001904,Hammersmith and Fulham,18.14,15471.0
E01001905,Hammersmith and Fulham,12.55,20897.0
E01001906,Hammersmith and Fulham,17.21,16270.0
E01001907,Hammersmith and Fulham,18.47,15204.0
E01001908,Hammersmith and Fulham,21.43,12921.0
E01001909,Hammersmith and Fulham,29.1,8600.0
E01001910,Hammersmith and Fulham,23.63,11508.0
E01001911,Hammersmith and Fulham,41.99,3974.0
E01001912,Hammersmith and Fulham,38.1,5151.0
E01001913,Hammersmith and Fulham,13.69,19596.0
E01001914,Hammersmith and Fulham,25.89,10194.0
E01001915,Hammersmith and Fulham,14.14,19076.0
E01001916,Hammersmith and Fulham,9.87,24196.0
E01001917,Hammersmith and Fulham,19.65,14255.0
E01001918,Hammersmith and Fulham,18.2,15411.0
E01001919,Hammersmith and Fulham,13.59,19708.0
E01001920,Hammersmith and Fulham,37.1,5483.0
E01001921,Hammersmith and Fulham,27.41,9420.0
E01001922,Hammersmith and Fulham,15.67,17647.0
E01001923,Hammersmith and Fulham,25.99,10139.0
E01001924,Hammersmith and Fulham,13.41,19896.0
E01001925,Hammersmith and Fulham,11.83,21734.0
E01001926,Hammersmith and Fulham,11.49,22136.0
E01001927,Hammersmith and Fulham,13.61,19677.0
E01001928,Hammersmith and Fulham,40.04,4548.0
E01001929,Hammersmith and Fulham,15.4,17890.0
E01001930,Hammersmith and Fulham,29.29,8516.0
E01001931,Hammersmith and Fulham,29.33,8494.0
E01001932,Hammersmith and Fulham,35.07,6194.0
E01001933,Hammersmith and Fulham,23.34,11700.0
E01001934,Hammersmith and Fulham,27.88,9190.0
E01001935,Hammersmith and Fulham,28.27,8985.0
E01001936,Hammersmith and Fulham,26.88,9686.0
E01001937,Hammersmith and Fulham,18.07,15531.0
E01001938,Hammersmith and Fulham,34.18,6492.0
E01001939,Hammersmith and Fulham,26.48,9897.0
E01001940,Hammersmith and Fulham,31.69,7473.0
E01001941,Hammersmith and Fulham,43.44,3596.0
E01001942,Hammersmith and Fulham,32.74,7026.0
E01001943,Hammersmith and Fulham,37.2,5450.0
E01001944,Hammersmith and Fulham,42.14,3934.0
E01001945,Hammersmith and Fulham,30.81,7848.0
E01001946,Hammersmith and Fulham,23.95,11314.0
E01001947,Hammersmith and Fulham,41.74,4042.0
E01001948,Hammersmith and Fulham,13.24,20107.0
E01001949,Hammersmith and Fulham,14.18,19037.0
E01001950,Hammersmith and Fulham,12.28,21202.0
E01001951,Hammersmith and Fulham,23.24,11762.0
E01001952,Hammersmith and Fulham,22.01,12541.0
E01001953,Hammersmith and Fulham,32.79,7015.0
E01001954,Hammersmith and Fulham,28.95,8678.0
E01001955,Hammersmith and Fulham,43.89,3463.0
E01001956,Hammersmith and Fulham,25.2,10562.0
E01001957,Hammersmith and Fulham,42.96,3715.0
E01001958,Hammersmith and Fulham,49.08,2365.0
E01001959,Hammersmith and Fulham,36.0,5864.0
E01001960,Hammersmith and Fulham,22.08,12492.0
E01001961,Hammersmith and Fulham,44.75,3288.0
E01001962,Haringey,22.34,12322.0
E01001963,Haringey,15.52,17764.0
E01001964,Haringey,24.69,10854.0
E01001965,Haringey,19.42,14433.0
E01001966,Haringey,16.79,16664.0
E01001967,Haringey,12.04,21488.0
E01001968,Haringey,19.3,14525.0
E01001969,Haringey,33.74,6642.0
E01001970,Haringey,40.54,4414.0
E01001971,Haringey,46.15,2960.0
E01001972,Haringey,32.62,7081.0
E01001973,Haringey,21.91,12586.0
E01001974,Haringey,27.26,9504.0
E01001975,Haringey,30.21,8110.0
E01001976,Haringey,46.53,2871.0
E01001977,Haringey,50.08,2163.0
E01001978,Haringey,54.23,1519.0
E01001979,Haringey,51.05,1999.0
E01001980,Haringey,47.46,2677.0
E01001981,Haringey,38.58,4999.0
E01001982,Haringey,36.72,5611.0
E01001983,Haringey,32.41,7165.0
E01001984,Haringey,23.4,11647.0
E01001985,Haringey,18.38,15268.0
E01001986,Haringey,17.37,16138.0
E01001987,Haringey,13.62,19665.0
E01001988,Haringey,26.39,9945.0
E01001989,Haringey,19.64,14259.0
E01001990,Haringey,24.2,11155.0
E01001991,Haringey,24.13,11194.0
E01001992,Haringey,10.8,22963.0
E01001993,Haringey,11.15,22525.0
E01001994,Haringey,13.58,19716.0
E01001995,Haringey,27.74,9260.0
E01001996,Haringey,18.95,14803.0
E01001997,Haringey,18.25,15371.0
E01001998,Haringey,32.91,6967.0
E01001999,Haringey,39.34,4763.0
E01002000,Haringey,29.87,8251.0
E01002001,Haringey,30.46,7996.0
E01002002,Haringey,39.36,4754.0
E01002003,Haringey,54.96,1418.0
E01002004,Haringey,31.07,7722.0
E01002005,Haringey,18.57,15127.0
E01002006,Haringey,15.68,17633.0
E01002007,Haringey,16.28,17111.0
E01002008,Haringey,10.58,23239.0
E01002009,Haringey,17.38,16125.0
E01002010,Haringey,23.07,11858.0
E01002011,Haringey,22.91,11949.0
E01002012,Haringey,45.2,3175.0
E01002013,Haringey,20.52,13604.0
E01002014,Haringey,30.35,8052.0
E01002015,Haringey,34.9,6253.0
E01002016,Haringey,33.05,6919.0
E01002017,Haringey,32.04,7328.0
E01002018,Haringey,31.04,7735.0
E01002019,Haringey,15.63,17676.0
E01002020,Haringey,25.11,10617.0
E01002021,Haringey,15.71,17593.0
E01002022,Haringey,23.85,11365.0
E01002023,Haringey,17.33,16169.0
E01002024,Haringey,24.45,11006.0
E01002025,Haringey,12.32,21150.0
E01002026,Haringey,56.19,1246.0
E01002027,Haringey,40.42,4441.0
E01002028,Haringey,39.5,4708.0
E01002029,Haringey,48.19,2539.0
E01002030,Haringey,41.3,4176.0
E01002031,Haringey,45.7,3070.0
E01002032,Haringey,46.78,2807.0
E01002033,Haringey,42.91,3729.0
E01002034,Haringey,58.73,950.0
E01002035,Haringey,59.02,917.0
E01002036,Haringey,49.88,2198.0
E01002037,Haringey,63.43,568.0
E01002038,Haringey,59.4,874.0
E01002039,Haringey,50.49,2097.0
E01002040,Haringey,48.11,2557.0
E01002041,Haringey,49.82,2211.0
E01002042,Haringey,34.13,6515.0
E01002043,Haringey,37.81,5244.0
E01002044,Haringey,39.16,4825.0
E01002045,Haringey,46.46,2878.0
E01002046,Haringey,55.17,1386.0
E01002047,Haringey,37.15,5464.0
E01002048,Haringey,41.66,4067.0
E01002049,Haringey,45.13,3197.0
E01002050,Haringey,24.62,10897.0
E01002051,Haringey,40.34,4469.0
E01002052,Haringey,33.74,6636.0
E01002053,Haringey,46.89,2792.0
E01002054,Haringey,51.73,1878.0
E01002055,Haringey,28.55,8873.0
E01002056,Haringey,41.88,4007.0
E01002057,Haringey,38.63,4981.0
E01002058,Haringey,34.08,6528.0
E01002059,Haringey,26.62,9823.0
E01002060,Haringey,20.24,13812.0
E01002061,Haringey,24.98,10681.0
E01002062,Haringey,26.91,9668.0
E01002063,Haringey,27.79,9235.0
E01002064,Haringey,39.29,4782.0
E01002065,Haringey,31.18,7676.0
E01002066,Haringey,49.55,2268.0
E01002067,Haringey,47.73,2623.0
E01002068,Haringey,44.14,3413.0
E01002069,Haringey,51.09,1993.0
E01002070,Haringey,32.5,7134.0
E01002071,Haringey,49.7,2233.0
E01002072,Haringey,52.3,1805.0
E01002073,Haringey,45.27,3152.0
E01002074,Haringey,46.26,2928.0
E01002075,Haringey,41.74,4041.0
E01002076,Haringey,41.97,3981.0
E01002077,Haringey,54.04,1537.0
E01002078,Haringey,40.31,4476.0
E01002079,Haringey,34.44,6410.0
E01002080,Haringey,40.12,4528.0
E01002081,Haringey,64.48,501.0
