LSOA,Borough,IMD_Score,IMD_Rank
E01002807,Islington,42.01,3967.0
E01002808,Islington,32.11,7295.0
E01002809,Islington,37.67,5297.0
E01002810,Islington,47.22,2728.0
E01002811,Islington,44.41,3358.0
E01002812,Kensington and Chelsea,13.09,20291.0
E01002813,Kensington and Chelsea,11.93,21605.0
E01002814,Kensington and Chelsea,26.88,9685.0
E01002815,Kensington and Chelsea,19.86,14092.0
E01002816,Kensington and Chelsea,13.26,20094.0
E01002817,Kensington and Chelsea,12.04,21495.0
E01002818,Kensington and Chelsea,12.63,20809.0
E01002819,Kensington and Chelsea,12.4,21059.0
E01002820,Kensington and Chelsea,15.02,18234.0
E01002821,Kensington and Chelsea,13.47,19834.0
E01002822,Kensington and Chelsea,13.13,20244.0
E01002823,Kensington and Chelsea,24.51,10961.0
E01002824,Kensington and Chelsea,12.28,21211.0
E01002825,Kensington and Chelsea,11.72,21874.0
E01002826,Kensington and Chelsea,14.31,18890.0
E01002827,Kensington and Chelsea,11.43,22200.0
E01002828,Kensington and Chelsea,15.15,18119.0
E01002829,Kensington and Chelsea,33.85,6604.0
E01002830,Kensington and Chelsea,37.83,5238.0
E01002831,Kensington and Chelsea,42.99,3705.0
E01002832,Kensington and Chelsea,37.42,5372.0
E01002833,Kensington and Chelsea,22.4,12286.0
E01002834,Kensington and Chelsea,15.36,17921.0
E01002835,Kensington and Chelsea,11.03,22681.0
E01002836,Kensington and Chelsea,15.12,18152.0
E01002837,Kensington and Chelsea,10.82,22938.0
E01002838,Kensington and Chelsea,11.25,22418.0
E01002839,Kensington and Chelsea,23.1,11837.0
E01002840,Kensington and Chelsea,30.94,7786.0
E01002841,Kensington and Chelsea,23.97,11295.0
E01002842,Kensington and Chelsea,44.72,3296.0
E01002843,Kensington and Chelsea,38.56,5008.0
E01002844,Kensington and Chelsea,13.04,20348.0
E01002845,Kensington and Chelsea,27.13,9568.0
E01002846,Kensington and Chelsea,26.86,9696.0
E01002847,Kensington and Chelsea,29.24,8533.0
E01002848,Kensington and Chelsea,29.19,8559.0
E01002849,Kensington and Chelsea,17.25,16236.0
E01002850,Kensington and Chelsea,26.4,9936.0
E01002851,Kensington and Chelsea,37.13,5473.0
E01002852,Kensington and Chelsea,50.86,2023.0
E01002853,Kensington and Chelsea,46.27,2927.0
E01002854,Kensington and Chelsea,43.95,3450.0
E01002855,Kensington and Chelsea,53.02,1685.0
E01002856,Kensington and Chelsea,45.7,3072.0
E01002857,Kensington and Chelsea,46.35,2911.0
E01002858,Kensington and Chelsea,20.99,13247.0
E01002859,Kensington and Chelsea,11.23,22441.0
E01002860,Kensington and Chelsea,9.11,25207.0
E01002861,Kensington and Chelsea,15.57,17734.0
E01002862,Kensington and Chelsea,22.52,12199.0
E01002863,Kensington and Chelsea,10.79,22971.0
E01002864,Kensington and Chelsea,12.29,21192.0
E01002865,Kensington and Chelsea,10.09,23897.0
E01002866,Kensington and Chelsea,26.94,9647.0
E01002867,Kensington and Chelsea,29.06,8626.0
E01002868,Kensington and Chelsea,9.5,24686.0
E01002869,Kensington and Chelsea,20.17,13867.0
E01002870,Kensington and Chelsea,46.34,2913.0
E01002871,Kensington and Chelsea,11.84,21713.0
E01002872,Kensington and Chelsea,29.92,8232.0
E01002873,Kensington and Chelsea,18.94,14807.0
E01002874,Kensington and Chelsea,25.08,10633.0
E01002875,Kensington and Chelsea,16.17,17204.0
E01002876,Kensington and Chelsea,26.25,10019.0
E01002877,Kensington and Chelsea,46.95,2784.0
E01002878,Kensington and Chelsea,41.38,4156.0
E01002879,Kensington and Chelsea,50.16,2151.0
E01002880,Kensington and Chelsea,42.49,3839.0
E01002881,Kensington and Chelsea,36.22,5790.0
E01002882,Kensington and Chelsea,21.86,12620.0
E01002883,Kensington and Chelsea,13.72,19571.0
E01002884,Kensington and Chelsea,23.49,11587.0
E01002885,Kensington and Chelsea,20.88,13335.0
E01002886,Kensington and Chelsea,13.52,19776.0
E01002887,Kensington and Chelsea,14.46,18755.0
E01002888,Kensington and Chelsea,14.08,19151.0
E01002889,Kensington and Chelsea,11.49,22133.0
E01002890,Kensington and Chelsea,8.46,26022.0
E01002891,Kensington and Chelsea,11.19,22475.0
E01002892,Kensington and Chelsea,12.22,21279.0
E01002893,Kensington and Chelsea,28.54,8882.0
E01002894,Kensington and Chelsea,35.98,5873.0
E01002895,Kensington and Chelsea,10.05,23956.0
E01002896,Kensington and Chelsea,12.82,20590.0
E01002897,Kensington and Chelsea,24.2,11158.0
E01002898,Kensington and Chelsea,12.45,20995.0
E01002899,Kensington and Chelsea,22.9,11957.0
E01002900,Kensington and Chelsea,10.96,22785.0
E01002901,Kensington and Chelsea,15.42,17873.0
E01002902,Kensington and Chelsea,13.11,20271.0
E01002903,Kensington and Chelsea,9.49,24698.0
E01002904,Kensington and Chelsea,40.91,4288.0
E01002905,Kensington and Chelsea,48.33,2512.0
E01002906,Kensington and Chelsea,38.17,5125.0
E01002907,Kensington and Chelsea,40.52,4421.0
E01002908,Kensington and Chelsea,27.44,9397.0
E01002909,Kensington and Chelsea,44.86,3255.0
E01002910,Kensington and Chelsea,15.17,18095.0
E01002911,Kensington and Chelsea,10.49,23385.0
E01002912,Kensington and Chelsea,16.41,17000.0
E01002913,Kensington and Chelsea,20.56,13570.0
E01002914,Kensington and Chelsea,10.08,23913.0
E01002915,Kingston upon Thames,10.45,23457.0
E01002916,Kingston upon Thames,5.45,29605.0
E01002917,Kingston upon Thames,3.92,31105.0
E01002918,Kingston upon Thames,11.86,21694.0
E01002919,Kingston upon Thames,16.3,17091.0
E01002920,Kingston upon Thames,4.54,30505.0
E01002921,Kingston upon Thames,14.56,18662.0
E01002922,Kingston upon Thames,7.79,26854.0
E01002923,Kingston upon Thames,29.23,8537.0
E01002924,Kingston upon Thames,3.11,31751.0
E01002925,Kingston upon Thames,10.96,22782.0
E01002926,Kingston upon Thames,6.18,28798.0
E01002927,Kingston upon Thames,11.64,21968.0
E01002928,Kingston upon Thames,10.71,23088.0
E01002929,Kingston upon Thames,6.23,28730.0
E01002930,Kingston upon Thames,10.51,23348.0
E01002931,Kingston upon Thames,7.98,26626.0
E01002932,Kingston upon Thames,21.6,12807.0
E01002933,Kingston upon Thames,23.84,11367.0
E01002934,Kingston upon Thames,5.76,29256.0
E01002935,Kingston upon Thames,9.79,24310.0
E01002936,Kingston upon Thames,11.08,22618.0
E01002937,Kingston upon Thames,7.71,26946.0
E01002938,Kingston upon Thames,7.04,27769.0
E01002939,Kingston upon Thames,13.66,19611.0
E01002940,Kingston upon Thames,16.86,16606.0
E01002941,Kingston upon Thames,10.69,23114.0
E01002942,Kingston upon Thames,8.68,25755.0
E01002943,Kingston upon Thames,17.19,16286.0
E01002944,Kingston upon Thames,11.33,22316.0
E01002945,Kingston upon Thames,10.85,22904.0
E01002946,Kingston upon Thames,9.39,24824.0
E01002947,Kingston upon Thames,6.0,28989.0
E01002948,Kingston upon Thames,14.8,18438.0
E01002949,Kingston upon Thames,5.55,29483.0
E01002950,Kingston upon Thames,19.79,14138.0
E01002951,Kingston upon Thames,5.19,29847.0
E01002952,Kingston upon Thames,6.47,28446.0
E01002953,Kingston upon Thames,9.21,25071.0
E01002954,Kingston upon Thames,8.6,25837.0
E01002955,Kingston upon Thames,12.66,20770.0
E01002956,Kingston upon Thames,9.63,24512.0
E01002957,Kingston upon Thames,20.28,13785.0
E01002958,Kingston upon Thames,6.89,27948.0
E01002959,Kingston upon Thames,4.17,30887.0
E01002960,Kingston upon Thames,6.56,28345.0
E01002961,Kingston upon Thames,4.85,30198.0
E01002962,Kingston upon Thames,15.07,18188.0
E01002963,Kingston upon Thames,9.32,24927.0
E01002964,Kingston upon Thames,28.82,8745.0
E01002965,Kingston upon Thames,12.81,20612.0
E01002966,Kingston upon Thames,11.67,21925.0
E01002967,Kingston upon Thames,8.74,25676.0
E01002968,Kingston upon Thames,14.03,19198.0
E01002969,Kingston upon Thames,38.21,5115.0
E01002970,Kingston upon Thames,21.35,12987.0
E01002971,Kingston upon Thames,11.54,22084.0
E01002972,Kingston upon Thames,16.84,16623.0
E01002973,Kingston upon Thames,23.29,11729.0
E01002974,Kingston upon Thames,16.92,16541.0
E01002975,Kingston upon Thames,11.55,22069.0
E01002976,Kingston upon Thames,8.97,25383.0
E01002977,Kingston upon Thames,21.09,13189.0
E01002978,Kingston upon Thames,5.52,29513.0
E01002979,Kingston upon Thames,8.55,25905.0
E01002980,Kingston upon Thames,7.43,27274.0
E01002981,Kingston upon Thames,10.06,23931.0
E01002982,Kingston upon Thames,11.21,22462.0
E01002983,Kingston upon Thames,6.96,27871.0
E01002984,Kingston upon Thames,14.04,19188.0
E01002985,Kingston upon Thames,12.12,21403.0
E01002986,Kingston upon Thames,13.61,19668.0
E01002987,Kingston upon Thames,20.45,13657.0
E01002988,Kingston upon Thames,7.46,27244.0
E01002989,Kingston upon Thames,9.79,24304.0
E01002990,Kingston upon Thames,12.24,21254.0
E01002991,Kingston upon Thames,10.72,23074.0
E01002992,Kingston upon Thames,10.72,23075.0
E01002993,Kingston upon Thames,9.53,24647.0
E01002994,Kingston upon Thames,8.37,26136.0
E01002995,Kingston upon Thames,6.88,27971.0
E01002996,Kingston upon Thames,8.91,25446.0
E01002997,Kingston upon Thames,9.82,24259.0
E01002998,Kingston upon Thames,14.55,18663.0
E01002999,Kingston upon Thames,14.99,18255.0
E01003000,Kingston upon Thames,15.86,17468.0
E01003001,Kingston upon Thames,9.86,24203.0
E01003002,Kingston upon Thames,16.93,16526.0
E01003003,Kingston upon Thames,10.87,22869.0
E01003004,Kingston upon Thames,11.69,21913.0
E01003005,Kingston upon Thames,8.75,25651.0
E01003006,Kingston upon Thames,7.06,27742.0
E01003007,Kingston upon Thames,7.5,27191.0
E01003008,Kingston upon Thames,3.64,31330.0
E01003009,Kingston upon Thames,11.51,22119.0
E01003010,Kingston upon Thames,4.82,30236.0
E01003011,Kingston upon Thames,7.26,27476.0
E01003012,Lambeth,33.22,6844.0
E01003013,Lambeth,11.61,22002.0
E01003014,Lambeth,36.05,5853.0
E01003015,Lambeth,36.57,5660.0
E01003016,Lambeth,22.37,12305.0
E01003017,Lambeth,32.73,7036.0
E01003018,Lambeth,28.31,8966.0
E01003019,Lambeth,22.1,12485.0
E01003020,Lambeth,30.66,7908.0
E01003021,Lambeth,51.2,1969.0
E01003022,Lambeth,24.54,10947.0
E01003023,Lambeth,29.44,8450.0
E01003024,Lambeth,38.12,5138.0
E01003025,Lambeth,33.22,6840.0
E01003026,Lambeth,24.15,11184.0
E01003027,Lambeth,14.29,18906.0
E01003028,Lambeth,23.81,11395.0
E01003029,Lambeth,25.76,10261.0
E01003030,Lambeth,21.2,13102.0
E01003031,Lambeth,30.15,8133.0
E01003032,Lambeth,31.6,7527.0
E01003033,Lambeth,17.87,15711.0
E01003034,Lambeth,25.26,10517.0
E01003035,Lambeth,27.84,9215.0
E01003036,Lambeth,28.82,8742.0
E01003037,Lambeth,42.77,3766.0
E01003038,Lambeth,19.13,14653.0
E01003039,Lambeth,18.46,15216.0
E01003040,Lambeth,22.42,12268.0
E01003041,Lambeth,41.88,4004.0
E01003042,Lambeth,39.71,4648.0
E01003043,Lambeth,29.47,8429.0
E01003044,Lambeth,27.99,9131.0
E01003045,Lambeth,53.18,1665.0
E01003046,Lambeth,39.33,4770.0
E01003047,Lambeth,44.32,3376.0
E01003048,Lambeth,43.84,3475.0
E01003049,Lambeth,37.76,5260.0
E01003050,Lambeth,41.88,4008.0
E01003051,Lambeth,46.54,2867.0
E01003052,Lambeth,53.04,1684.0
E01003053,Lambeth,24.12,11205.0
E01003054,Lambeth,21.98,12558.0
E01003055,Lambeth,39.81,4623.0
E01003056,Lambeth,26.3,9986.0
E01003057,Lambeth,38.64,4978.0
E01003058,Lambeth,23.47,11606.0
E01003059,Lambeth,34.87,6266.0
E01003060,Lambeth,39.45,4729.0
E01003061,Lambeth,39.48,4716.0
E01003062,Lambeth,27.09,9585.0
E01003063,Lambeth,38.42,5043.0
E01003064,Lambeth,14.5,18715.0
E01003065,Lambeth,38.87,4906.0
E01003066,Lambeth,36.22,5792.0
E01003067,Lambeth,18.64,15064.0
E01003068,Lambeth,34.18,6489.0
E01003069,Lambeth,36.11,5834.0
E01003070,Lambeth,38.53,5013.0
E01003071,Lambeth,30.46,7999.0
E01003072,Lambeth,21.04,13216.0
E01003073,Lambeth,34.96,6229.0
E01003074,Lambeth,36.3,5769.0
E01003075,Lambeth,43.39,3611.0
E01003076,Lambeth,26.25,10012.0
E01003077,Lambeth,29.12,8590.0
E01003078,Lambeth,16.64,16795.0
E01003079,Lambeth,38.1,5148.0
E01003080,Lambeth,21.1,13178.0
E01003081,Lambeth,35.35,6096.0
E01003082,Lambeth,35.72,5966.0
E01003083,Lambeth,22.74,12056.0
E01003084,Lambeth,24.38,11043.0
E01003085,Lambeth,22.68,12102.0
E01003086,Lambeth,40.83,4318.0
E01003087,Lambeth,54.21,1520.0
E01003088,Lambeth,36.78,5586.0
E01003089,Lambeth,34.14,6506.0
E01003090,Lambeth,32.08,7309.0
E01003091,Lambeth,28.25,8996.0
E01003092,Lambeth,37.97,5186.0
E01003093,Lambeth,39.55,4696.0
E01003094,Lambeth,27.94,9157.0
E01003095,Lambeth,27.07,9595.0
E01003096,Lambeth,26.18,10055.0
E01003097,Lambeth,36.22,5793.0
E01003098,Lambeth,29.92,8228.0
E01003099,Lambeth,33.56,6719.0
E01003100,Lambeth,22.39,12287.0
E01003101,Lambeth,33.24,6831.0
E01003102,Lambeth,29.82,8268.0
E01003103,Lambeth,35.14,6167.0
E01003104,Lambeth,25.24,10532.0
E01003105,Lambeth,38.93,4892.0
E01003106,Lambeth,28.62,8837.0
E01003107,Lambeth,21.83,12645.0
E01003108,Lambeth,32.26,7238.0
E01003109,Lambeth,38.1,5143.0
E01003110,Lambeth,26.23,10032.0
E01003111,Lambeth,43.61,3545.0
E01003112,Lambeth,37.43,5365.0
E01003113,Lambeth,34.19,6488.0
E01003114,Lambeth,27.6,9322.0
E01003115,Lambeth,31.65,7490.0
E01003116,Lambeth,23.9,11341.0
E01003117,Lambeth,32.12,7289.0
E01003118,Lambeth,30.43,8017.0
E01003119,Lambeth,34.46,6404.0
E01003120,Lambeth,46.99,2773.0
E01003121,Lambeth,36.39,5745.0
E01003122,Lambeth,27.96,9143.0
E01003123,Lambeth,25.05,10647.0
E01003124,Lambeth,30.74,7874.0
E01003125,Lambeth,43.46,3583.0
E01003126,Lambeth,32.66,7064.0
E01003127,Lambeth,28.96,8673.0
E01003128,Lambeth,36.54,5676.0
E01003129,Lambeth,26.6,9839.0
E01003130,Lambeth,23.7,11467.0
E01003131,Lambeth,25.24,10525.0
E01003132,Lambeth,31.02,7744.0
E01003133,Lambeth,29.67,8336.0
E01003134,Lambeth,25.82,10226.0
E01003135,Lambeth,37.72,5281.0
E01003136,Lambeth,28.98,8662.0
E01003137,Lambeth,31.97,7358.0
E01003138,Lambeth,15.17,18097.0
E01003139,Lambeth,23.26,11743.0
E01003140,Lambeth,20.33,13748.0
E01003141,Lambeth,27.83,9220.0
E01003142,Lambeth,25.8,10239.0
E01003143,Lambeth,32.62,7077.0
E01003144,Lambeth,22.66,12117.0
E01003145,Lambeth,32.2,7264.0
E01003146,Lambeth,30.02,8187.0
E01003147,Lambeth,27.84,9216.0
E01003148,Lambeth,25.33,10484.0
E01003149,Lambeth,18.66,15050.0
E01003150,Lambeth,39.75,4641.0
E01003151,Lambeth,42.4,3861.0
E01003152,Lambeth,21.43,12925.0
E01003153,Lambeth,22.48,12222.0
E01003154,Lambeth,32.5,7136.0
E01003155,Lambeth,23.34,11694.0
E01003156,Lambeth,22.63,12130.0
E01003157,Lambeth,18.38,15267.0
E01003158,Lambeth,12.93,20477.0
E01003159,Lambeth,33.78,6625.0
E01003160,Lambeth,36.77,5591.0
E01003161,Lambeth,20.9,13314.0
E01003162,Lambeth,43.04,3686.0
E01003163,Lambeth,25.69,10302.0
E01003164,Lambeth,31.18,7678.0
E01003165,Lambeth,24.7,10849.0
E01003166,Lambeth,28.4,8930.0
E01003167,Lambeth,16.74,16702.0
E01003168,Lambeth,32.38,7179.0
E01003169,Lambeth,27.06,9596.0
E01003170,Lambeth,13.73,19563.0
E01003171,Lambeth,31.11,7707.0
E01003172,Lambeth,34.92,6247.0
E01003173,Lambeth,19.91,14061.0
E01003174,Lambeth,45.85,3030.0
E01003175,Lambeth,37.79,5248.0
E01003176,Lambeth,43.05,3684.0
E01003177,Lambeth,30.5,7976.0
E01003178,Lambeth,32.16,7276.0
E01003179,Lambeth,37.34,5401.0
E01003180,Lambeth,32.03,7336.0
E01003181,Lambeth,39.57,4687.0
E01003182,Lambeth,34.32,6443.0
E01003183,Lambeth,41.47,4125.0
E01003184,Lambeth,42.52,3825.0
E01003185,Lambeth,31.6,7528.0
E01003186,Lambeth,27.92,9169.0
E01003187,Lambeth,45.97,3005.0
E01003188,Lambeth,41.4,4150.0
E01003189,Lewisham,37.7,5287.0
E01003190,Lewisham,42.34,3877.0
E01003191,Lewisham,37.88,5219.0
E01003192,Lewisham,53.26,1658.0
E01003193,Lewisham,34.29,6453.0
E01003194,Lewisham,36.4,5737.0
E01003195,Lewisham,20.47,13643.0
E01003196,Lewisham,36.58,5657.0
E01003197,Lewisham,37.83,5239.0
E01003198,Lewisham,24.87,10742.0
E01003199,Lewisham,22.47,12233.0
E01003200,Lewisham,21.67,12763.0
E01003201,Lewisham,36.73,5605.0
E01003202,Lewisham,13.48,19822.0
E01003203,Lewisham,32.08,7304.0
E01003204,Lewisham,25.51,10384.0
E01003205,Lewisham,39.47,4721.0
E01003206,Lewisham,21.49,12888.0
E01003207,Lewisham,35.19,6154.0
E01003208,Lewisham,26.67,9798.0
E01003209,Lewisham,33.22,6842.0
E01003210,Lewisham,31.18,7677.0
E01003211,Lewisham,28.71,8788.0
E01003212,Lewisham,31.34,7621.0
E01003213,Lewisham,31.88,7396.0
E01003214,Lewisham,35.25,6127.0
E01003215,Lewisham,27.83,9222.0
E01003216,Lewisham,27.69,9285.0
E01003217,Lewisham,20.09,13933.0
E01003218,Lewisham,17.88,15700.0
E01003219,Lewisham,17.55,15977.0
E01003220,Lewisham,30.58,7941.0
E01003221,Lewisham,27.77,9250.0
E01003222,Lewisham,21.7,12739.0
E01003223,Lewisham,18.31,15331.0
E01003224,Lewisham,23.51,11580.0
E01003225,Lewisham,15.87,17463.0
E01003226,Lewisham,22.91,11952.0
E01003227,Lewisham,20.6,13545.0
E01003228,Lewisham,20.83,13366.0
E01003229,Lewisham,33.02,6926.0
E01003230,Lewisham,31.96,7362.0
E01003231,Lewisham,28.61,8841.0
E01003232,Lewisham,17.65,15903.0
E01003233,Lewisham,22.51,12209.0
E01003234,Lewisham,42.12,3942.0
E01003235,Lewisham,29.11,8593.0
E01003236,Lewisham,41.66,4066.0
E01003237,Lewisham,38.72,4956.0
E01003238,Lewisham,34.97,6228.0
E01003239,Lewisham,36.68,5628.0
E01003240,Lewisham,41.88,4009.0
E01003241,Lewisham,42.93,3724.0
E01003242,Lewisham,40.18,4510.0
E01003243,Lewisham,40.25,4492.0
E01003244,Lewisham,40.74,4347.0
E01003245,Lewisham,52.71,1734.0
E01003246,Lewisham,39.62,4672.0
E01003247,Lewisham,22.75,12054.0
E01003248,Lewisham,39.56,4689.0
E01003249,Lewisham,34.82,6284.0
E01003250,Lewisham,35.15,6165.0
E01003251,Lewisham,44.33,3374.0
E01003252,Lewisham,41.46,4132.0
E01003253,Lewisham,43.05,3682.0
E01003254,Lewisham,19.87,14087.0
E01003255,Lewisham,27.07,9594.0
E01003256,Lewisham,39.3,4776.0
E01003257,Lewisham,31.71,7460.0
E01003258,Lewisham,38.5,5021.0
E01003259,Lewisham,25.21,10552.0
E01003260,Lewisham,18.02,15563.0
E01003261,Lewisham,20.46,13651.0
E01003262,Lewisham,23.58,11543.0
E01003263,Lewisham,35.0,6218.0
E01003264,Lewisham,26.34,9969.0
E01003265,Lewisham,35.14,6169.0
E01003266,Lewisham,41.17,4213.0
E01003267,Lewisham,35.28,6118.0
E01003268,Lewisham,27.28,9492.0
E01003269,Lewisham,31.8,7429.0
E01003270,Lewisham,13.97,19258.0
E01003271,Lewisham,13.26,20096.0
E01003272,Lewisham,25.12,10612.0
E01003273,Lewisham,18.83,14898.0
E01003274,Lewisham,19.25,14570.0
E01003275,Lewisham,30.7,7893.0
E01003276,Lewisham,21.88,12610.0
E01003277,Lewisham,27.9,9177.0
E01003278,Lewisham,27.43,9403.0
E01003279,Lewisham,19.22,14588.0
E01003280,Lewisham,32.01,7342.0
E01003281,Lewisham,22.73,12069.0
E01003282,Lewisham,27.49,9375.0
E01003283,Lewisham,17.42,16086.0
E01003284,Lewisham,27.22,9521.0
E01003285,Lewisham,19.32,14515.0
E01003286,Lewisham,30.46,7993.0
E01003287,Lewisham,20.88,13326.0
E01003288,Lewisham,41.57,4093.0
E01003289,Lewisham,32.0,7346.0
E01003290,Lewisham,41.61,4081.0
E01003291,Lewisham,48.52,2473.0
E01003292,Lewisham,22.42,12265.0
E01003293,Lewisham,30.39,8033.0
E01003294,Lewisham,25.17,10583.0
E01003295,Lewisham,31.33,7623.0
E01003296,Lewisham,38.25,5101.0
E01003297,Lewisham,29.58,8371.0
E01003298,Lewisham,33.69,6660.0
E01003299,Lewisham,37.39,5380.0
E01003300,Lewisham,33.62,6693.0
E01003301,Lewisham,23.53,11562.0
E01003302,Lewisham,31.69,7469.0
E01003303,Lewisham,34.98,6225.0
E01003304,Lewisham,37.34,5403.0
E01003305,Lewisham,43.77,3499.0
E01003306,Lewisham,39.16,4824.0
E01003307,Lewisham,22.49,12218.0
E01003308,Lewisham,32.28,7225.0
E01003309,Lewisham,38.32,5077.0
E01003310,Lewisham,41.89,4003.0
E01003311,Lewisham,19.46,14403.0
E01003312,Lewisham,22.36,12309.0
E01003313,Lewisham,38.31,5082.0
E01003314,Lewisham,24.01,11271.0
E01003315,Lewisham,32.52,7128.0
E01003316,Lewisham,22.7,12085.0
E01003317,Lewisham,27.22,9525.0
E01003318,Lewisham,44.29,3383.0
E01003319,Lewisham,31.78,7436.0
E01003320,Lewisham,31.46,7578.0
E01003321,Lewisham,47.46,2678.0
E01003322,Lewisham,26.91,9665.0
E01003323,Lewisham,30.51,7971.0
E01003324,Lewisham,36.46,5707.0
E01003325,Lewisham,37.72,5279.0
E01003326,Lewisham,31.63,7507.0
E01003327,Lewisham,23.09,11848.0
E01003328,Lewisham,30.85,7830.0
E01003329,Lewisham,29.05,8630.0
E01003330,Lewisham,37.44,5364.0
E01003331,Lewisham,31.92,7376.0
E01003332,Lewisham,32.78,7018.0
E01003333,Lewisham,30.11,8147.0
E01003334,Lewisham,41.95,3987.0
E01003335,Lewisham,44.53,3335.0
E01003336,Lewisham,37.13,5475.0
E01003337,Lewisham,39.93,4577.0
E01003338,Lewisham,44.65,3308.0
E01003339,Lewisham,33.94,6573.0
E01003340,Lewisham,27.33,9464.0
E01003341,Lewisham,21.0,13243.0
E01003342,Lewisham,22.55,12175.0
E01003343,Lewisham,25.11,10615.0
E01003344,Lewisham,29.9,8240.0
E01003345,Lewisham,23.15,11816.0
E01003346,Lewisham,40.7,4359.0
E01003347,Lewisham,47.39,2696.0
E01003348,Lewisham,31.03,7739.0
E01003349,Lewisham,40.43,4435.0
E01003350,Lewisham,38.21,5111.0
E01003351,Lewisham,38.31,5085.0
E01003352,Lewisham,32.71,7043.0
E01003353,Lewisham,25.13,10607.0
E01003354,Lewisham,20.79,13407.0
E01003355,Merton,8.19,26356.0
E01003356,Merton,6.33,28604.0
E01003357,Merton,27.88,9186.0
E01003358,Merton,8.82,25560.0
E01003359,Merton,18.0,15583.0
E01003360,Merton,10.51,23344.0
E01003361,Merton,9.17,25133.0
E01003362,Merton,6.84,28016.0
E01003363,Merton,5.86,29143.0
E01003364,Merton,6.02,28963.0
E01003365,Merton,5.06,29984.0
E01003366,Merton,17.9,15683.0
E01003367,Merton,15.43,17852.0
E01003368,Merton,18.53,15155.0
E01003369,Merton,14.36,18839.0
E01003370,Merton,15.22,18043.0
E01003371,Merton,13.37,19953.0
E01003372,Merton,28.75,8777.0
E01003373,Merton,31.82,7417.0
E01003374,Merton,31.22,7670.0
E01003375,Merton,15.6,17697.0
E01003376,Merton,26.38,9949.0
E01003377,Merton,31.21,7672.0
E01003378,Merton,19.31,14519.0
E01003379,Merton,32.24,7247.0
E01003380,Merton,6.33,28607.0
E01003381,Merton,7.07,27728.0
E01003382,Merton,8.03,26565.0
E01003383,Merton,5.49,29552.0
E01003384,Merton,8.16,26409.0
E01003385,Merton,4.31,30740.0
E01003386,Merton,19.68,14219.0
E01003387,Merton,26.85,9702.0
E01003388,Merton,20.47,13641.0
E01003389,Merton,21.21,13092.0
E01003390,Merton,37.31,5415.0
E01003391,Merton,35.47,6053.0
E01003392,Merton,17.43,16081.0
E01003393,Merton,19.2,14602.0
E01003394,Merton,14.39,18816.0
E01003395,Merton,11.56,22061.0
E01003396,Merton,14.29,18907.0
E01003397,Merton,13.57,19726.0
E01003398,Merton,14.87,18372.0
E01003399,Merton,8.73,25694.0
E01003400,Merton,8.84,25528.0
E01003401,Merton,6.84,28025.0
E01003402,Merton,5.18,29858.0
E01003403,Merton,7.36,27348.0
E01003404,Merton,9.79,24306.0
E01003405,Merton,25.06,10643.0
E01003406,Merton,22.93,11937.0
E01003407,Merton,10.56,23277.0
E01003408,Merton,14.46,18752.0
E01003409,Merton,24.05,11248.0
E01003410,Merton,21.6,12811.0
E01003411,Merton,18.51,15169.0
E01003412,Merton,21.62,12797.0
E01003413,Merton,18.49,15188.0
E01003414,Merton,13.84,19418.0
E01003415,Merton,15.57,17731.0
E01003416,Merton,13.85,19402.0
E01003417,Merton,10.21,23765.0
E01003418,Merton,7.51,27177.0
E01003419,Merton,10.63,23178.0
E01003420,Merton,10.32,23608.0
E01003421,Merton,12.89,20522.0
E01003422,Merton,10.06,23935.0
E01003423,Merton,6.13,28851.0
E01003424,Merton,3.16,31713.0
E01003425,Merton,4.02,31017.0
E01003426,Merton,9.15,25164.0
E01003427,Merton,15.58,17721.0
E01003428,Merton,7.64,27028.0
E01003429,Merton,14.0,19233.0
E01003430,Merton,24.94,10703.0
E01003431,Merton,26.09,10098.0
E01003432,Merton,29.21,8549.0
E01003433,Merton,21.67,12758.0
E01003434,Merton,13.6,19685.0
E01003435,Merton,16.76,16684.0
E01003436,Merton,24.82,10778.0
E01003437,Merton,17.02,16454.0
E01003438,Merton,26.4,9940.0
E01003439,Merton,29.37,8476.0
E01003440,Merton,26.47,9905.0
E01003441,Merton,24.61,10903.0
E01003442,Merton,6.35,28580.0
E01003443,Merton,4.41,30639.0
E01003444,Merton,6.66,28219.0
E01003445,Merton,6.92,27920.0
E01003446,Merton,9.8,24282.0
E01003447,Merton,22.77,12038.0
E01003448,Merton,29.35,8487.0
E01003449,Merton,20.89,13318.0
E01003450,Merton,28.32,8963.0
E01003451,Merton,9.06,25276.0
E01003452,Merton,27.87,9197.0
E01003453,Merton,26.42,9928.0
E01003454,Merton,7.71,26955.0
E01003455,Merton,11.42,22216.0
E01003456,Merton,14.31,18896.0
E01003457,Merton,4.73,30326.0
E01003458,Merton,6.47,28449.0
E01003459,Merton,17.36,16145.0
E01003460,Merton,10.63,23173.0
E01003461,Merton,3.88,31138.0
E01003462,Merton,6.18,28802.0
E01003463,Merton,2.68,32013.0
E01003464,Merton,5.92,29062.0
E01003465,Merton,6.23,28736.0
E01003466,Merton,3.45,31491.0
E01003467,Merton,5.98,29011.0
E01003468,Merton,4.01,31021.0
E01003469,Merton,12.75,20690.0
E01003470,Merton,8.1,26481.0
E01003471,Merton,7.71,26944.0
